State,Constituency,Candidate,Party,Votes
,,,,
CG,Raipur City Gramin,FULRAJ VARMA,Bharatiya Bahujan Congress,194
,,,,
CG,Raipur City Gramin,KRISHNA MURARI YADAV,Independent,170
,,,,
CG,Raipur City Gramin,SATYANARAYAN,Independent,139
,,,,
CG,Raipur City Gramin,LAKHAMOORAM TANDON,Rashtriya Jansabha Party,135
,,,,
CG,Raipur City Gramin,RAJENDRA KUMAR SAHU,Independent,118
,,,,
CG,Raipur City Gramin,MD. USMAN SHAKH,Independent,113
,,,,
CG,Raipur City Gramin,MOHAMMAD AURANGJEB,Independent,102
,,,,
CG,Raipur City Gramin,MANGALCHAND,Republican Party of India (A),81
,,,,
CG,Raipur City Gramin,SMT. SHAMEEM KHAN,Bhartiya Lokmat Rashtrwadi Party,75
,,,,
CG,Raipur City Gramin,None of the Above,None of the Above,955
,,,,
CG,Raipur City North,KULDEEP JUNEJA,Indian National Congress,59843
,,,,
CG,Raipur City North,SHRI CHAND SUNDRANI,Bharatiya Janata Party,43502
,,,,
CG,Raipur City North,AMAR GIDWANI,Janta Congress Chhattisgarh (J),2510
,,,,
CG,Raipur City North,YOGENDRA SEN,Aam Aadmi Party,898
,,,,
CG,Raipur City North,SHANKAR LAL VARANDANI,Independent,686
,,,,
CG,Raipur City North,SHEKHAR TANDI,Independent,373
,,,,
CG,Raipur City North,HARI BANDHU NAIK,Independent,323
,,,,
CG,Raipur City North,NISHAR JAHAN,Independent,176
,,,,
CG,Raipur City North,HAIDER BHATI,Independent,142
,,,,
CG,Raipur City North,MO. MEHNDI HASAN BHATI,Independent,139
,,,,
CG,Raipur City North,VIKAS MOTWANI,Shiv Sena,132
,,,,
CG,Raipur City North,M. ZUBAIR KHAN,Ambedkarite Party of India,129
,,,,
CG,Raipur City North,PRAKASH NARAYAN SHUKLA,Akhil Bharat Hindu Mahasabha,121
,,,,
CG,Raipur City North,MD. DANISH QUADRI,Independent,78
,,,,
CG,Raipur City North,IQBAL ALI,Independent,72
,,,,
CG,Raipur City North,MO. JAVED BHATI,Independent,70
,,,,
CG,Raipur City North,DR KAILASH ADIL,Independent,60
,,,,
CG,Raipur City North,PRAVIN JAIN,Akhil Bhartiya Sarvadharma Samaj Party,56
,,,,
CG,Raipur City North,None of the Above,None of the Above,705
,,,,
CG,Raipur City South,BRIJMOHAN AGRAWAL,Bharatiya Janata Party,77589
,,,,
CG,Raipur City South,KANHAIYA AGRAWAL,Indian National Congress,60093
,,,,
CG,Raipur City South,UMESH DAS MANIKPURI,Bahujan Samaj Party,1514
,,,,
CG,Raipur City South,MUNNA BISEN,Aam Aadmi Party,1363
,,,,
CG,Raipur City South,MANISH THAKUR,Bhartiya Tribal Party,491
,,,,
CG,Raipur City South,AATMADAS  MAHESHWARI,Rashtriya Jansabha Party,354
,,,,
CG,Raipur City South,MUKESH KUMAR LOKHANDE,Ambedkarite Party of India,316
,,,,
CG,Raipur City South,MANISH SHRIVASTAV,Independent,260
,,,,
CG,Raipur City South,RESHAM LAL JANGDE,Shiv Sena,226
,,,,
CG,Raipur City South,SANTOSH SAHU,Independent,221
,,,,
CG,Raipur City South,NUSRAT  BEGUM,Independent,210
,,,,
CG,Raipur City South,MANJU BAI YADAV,Independent,205
,,,,
CG,Raipur City South,ABDUL RAZZAK,Independent,189
,,,,
CG,Raipur City South,BISESHER BAGHMAR,Bhartiya Panchyat Party,185
,,,,
CG,Raipur City South,NEERAJ SAINI (PUJARI),Akhil Bharat Hindu Mahasabha,166
,,,,
CG,Raipur City South,ANIL KUMAR KADAM,Independent,166
,,,,
CG,Raipur City South,HABIB KHAN,Independent,152
,,,,
CG,Raipur City South,SMT. RUBEENA ANJUM,Independent,150
,,,,
CG,Raipur City South,PAVAN SHUKLA,Independent,145
,,,,
CG,Raipur City South,MAZHAR IQBAL,Rashtriya Gondvana Party,138
,,,,
CG,Raipur City South,BHARATLAL SONI,Bharat Bhoomi Party,124
,,,,
CG,Raipur City South,SHEKH RAHMUDOODIN,Independent,99
,,,,
CG,Raipur City South,A. NAZIR,Independent,98
,,,,
CG,Raipur City South,ILIYAS HUSSAIN,Bhartiya Sarvjan Hitay Samaj Party,86
,,,,
CG,Raipur City South,JAGESHWER PRASAD TIWARI,Janata Dal  (United),80
,,,,
CG,Raipur City South,SHEIKH ASIF KHAN,Independent,79
,,,,
CG,Raipur City South,DR. GOJUPAUL,Republican Party of India (A),78
,,,,
CG,Raipur City South,ABDUL SHEIKH NAIM,Independent,77
,,,,
CG,Raipur City South,SUBHASH KURRE,Independent,76
,,,,
CG,Raipur City South,PRAVIN JAIN,Akhil Bhartiya Sarvadharma Samaj Party,73
,,,,
CG,Raipur City South,DHEERAJ TIWARI,Anjaan Aadmi Party,66
,,,,
CG,Raipur City South,IMRAN BAKS,Independent,62
,,,,
CG,Raipur City South,EMRAN ALI,Independent,62
,,,,
CG,Raipur City South,MO. AJAZ AHMED,Independent,58
,,,,
CG,Raipur City South,SHAYRA BANO,Independent,54
,,,,
CG,Raipur City South,NAIM ANSARI,Independent,54
,,,,
CG,Raipur City South,ASHA BARELE,Independent,48
,,,,
CG,Raipur City South,SHANKAR LAL VARANDANI,Independent,44
,,,,
CG,Raipur City South,AAMNA BEGAM,Independent,41
,,,,
CG,Raipur City South,RUMANA HUSSAIN,Independent,39
,,,,
CG,Raipur City South,SHARIQ  ALMAS,Independent,37
,,,,
CG,Raipur City South,M. VAKIL SHDDHAQUI,Independent,35
,,,,
CG,Raipur City South,SALIM KHAN,Independent,32
,,,,
CG,Raipur City South,MO. AHMAD,Independent,30
,,,,
CG,Raipur City South,SHAGUFTA AFROZ,Independent,27
,,,,
CG,Raipur City South,SHABUDDIN,Independent,25
,,,,
CG,Raipur City South,None of the Above,None of the Above,1521
,,,,
CG,Raipur City West,VIKAS UPADHYAY,Indian National Congress,76359
,,,,
CG,Raipur City West,RAJESH MUNAT,Bharatiya Janata Party,64147
,,,,
CG,Raipur City West,BHOJRAJ GAURKHEDE,Bahujan Samaj Party,2271
,,,,
CG,Raipur City West,UTTAM JAYASVAL,Aam Aadmi Party,984
,,,,
CG,Raipur City West,AJAY MISHRA,Independent,591
,,,,
CG,Raipur City West,ARUN HARPAL,Bhartiya Kisan Party,480
,,,,
CG,Raipur City West,ASHOK KUMAR BHAWSAGAR,Independent,419
,,,,
CG,Raipur City West,BHARAT NAYAK,Independent,363
,,,,
CG,Raipur City West,AWDHESH KUMAR UPADHYAY,Independent,357
,,,,
CG,Raipur City West,KANTI YADAV,Independent,329
,,,,
CG,Raipur City West,RAKESH LAHARI,Independent,251
,,,,
CG,Raipur City West,USHA BAGHEL,Independent,205
,,,,
CG,Raipur City West,RAGHUNANDAN SAHU,Independent,201
,,,,
CG,Raipur City West,INDRA KUMAR CHANDRAKAR,Independent,196
,,,,
CG,Raipur City West,ENGINEER AZMUL HASAN,Independent,154
,,,,
CG,Raipur City West,RADHESHYAM YADAV,Independent,149
,,,,
CG,Raipur City West,SMT. REKHA SAHU,Independent,147
,,,,
CG,Raipur City West,RAM SAJEEVAN GUPTA,Independent,140
,,,,
CG,Raipur City West,NAVIN GUPTA,Samajwadi Party,135
,,,,
CG,Raipur City West,PRADEEP SINGH THAKUR,Shiv Sena,121
,,,,
CG,Raipur City West,PREMDAS RAO,Ambedkarite Party of India,120
,,,,
CG,Raipur City West,ENGINEER ASHOK TAMRAKAR,Chhattisgarhi Samaj Party,110
,,,,
CG,Raipur City West,BHARAT SINGH RAJPUT,Independent,101
,,,,
CG,Raipur City West,SHIVKUMAR SAHU ALIAS GOLU SAHU,Independent,97
,,,,
CG,Raipur City West,DR. KHEMSINGH TELI,Independent,94
,,,,
CG,Raipur City West,BILLAKURTY GAURAV,Bharat Bhoomi Party,93
,,,,
CG,Raipur City West,HARINDER ARORA,Republican Party of India (A),86
,,,,
CG,Raipur City West,TILOKA BAI SAHU,Independent,81
,,,,
CG,Raipur City West,VISHNU RAM SAHU,Independent,78
,,,,
CG,Raipur City West,PRITI SAGAR,Independent,76
,,,,
CG,Raipur City West,DINDAYAL BANJARE,Independent,70
,,,,
CG,Raipur City West,SUNIL YADAV,Chhattisgarh Sanyukt Jatiye Party,69
,,,,
CG,Raipur City West,BAIKUNTH SONA,Independent,68
,,,,
CG,Raipur City West,SHRI DIGAMBAR JANAKPURI,Independent,58
,,,,
CG,Raipur City West,NOOR SHABA,Independent,54
,,,,
CG,Raipur City West,GANGA BAI SAHU,Independent,46
,,,,
CG,Raipur City West,TUKARAM SAHU,Independent,43
,,,,
CG,Raipur City West,None of the Above,None of the Above,779
,,,,
CG,Rajim,AMITESH SHUKLA,Indian National Congress,99041
,,,,
CG,Rajim,SANTOSH UPADHYAY,Bharatiya Janata Party,40909
,,,,
CG,Rajim,ROHIT SAHU,Janta Congress Chhattisgarh (J),23776
,,,,
CG,Rajim,VISHWANATH SONWANI,Independent,1474
,,,,
CG,Rajim,BHUSHAN SAHU,Bhartiya Shakti Chetna Party,1136
,,,,
CG,Rajim,TEJRAM SAHU VIDROHI,Communist Party of India (Marxist-Leninist) Red Star,934
,,,,
CG,Rajim,PARDESHI RAM DHRUW,Gondvana Gantantra Party,769
,,,,
CG,Rajim,DEVRAJ THAKUR,Independent,662
,,,,
CG,Rajim,RAJA THAKUR,Aam Aadmi Party,610
,,,,
CG,Rajim,GANESH SONI URF BABA,Independent,574
,,,,
CG,Rajim,GOPAL JETHI,Independent,420
,,,,
CG,Rajim,FALENDRA KUMAR SAHU,Pichhara Samaj Party United,404
,,,,
CG,Rajim,None of the Above,None of the Above,4844
,,,,
CG,Rajnandgaon,DR. RAMAN SINGH,Bharatiya Janata Party,80589
,,,,
CG,Rajnandgaon,KARUNA SHUKLA,Indian National Congress,63656
,,,,
CG,Rajnandgaon,DEEPAK YADAV,Janta Congress Chhattisgarh (J),1858
,,,,
CG,Rajnandgaon,KAILASH SHRIVASTAVA,Independent,1782
,,,,
CG,Rajnandgaon,DR. UDAY RATRE,Independent,1093
,,,,
CG,Rajnandgaon,KRISHN KUMAR SINGH (PAPPU THAKUR),Independent,715
,,,,
CG,Rajnandgaon,AGYARAM CHOUHAN,Pichhara Samaj Party United,607
,,,,
CG,Rajnandgaon,SUKRIT DAS SAHU,Independent,463
,,,,
CG,Rajnandgaon,GURUSARAN SINGH,Independent,414
,,,,
CG,Rajnandgaon,VARUN TIWARI,Aam Aadmi Party,363
,,,,
CG,Rajnandgaon,ARVIND TIWARI,Independent,308
,,,,
CG,Rajnandgaon,LEKHU SANJAY SAHU CHHATTISGARIA,Chhattisgarh Swabhiman Manch,279
,,,,
CG,Rajnandgaon,YOUGALKISHOR SONTEKE,Ambedkarite Party of India,260
,,,,
CG,Rajnandgaon,AMOD WADEKAR,Independent,242
,,,,
CG,Rajnandgaon,PRATIMA SANTOSH WASNIK,Republican Paksha (Khoripa),202
,,,,
CG,Rajnandgaon,RITESH KUMAR MESHRAM,Independent,192
,,,,
CG,Rajnandgaon,PREMNARAYAN VERMA,Chhattisgarh Mukti Morcha,192
,,,,
CG,Rajnandgaon,JAIPRAKASH SIRVANI,Independent,178
,,,,
CG,Rajnandgaon,SHYAM RAO SUKHDEVE,Independent,166
,,,,
CG,Rajnandgaon,ANISH KHAN,Independent,145
,,,,
CG,Rajnandgaon,AKIL KHAN,Independent,124
,,,,
CG,Rajnandgaon,LEKHRAM BAGHEL,Independent,119
,,,,
CG,Rajnandgaon,SUNIL YADAV,Chhattisgarh Sanyukt Jatiye Party,114
,,,,
CG,Rajnandgaon,DINESH NAMDEO,Independent,74
,,,,
CG,Rajnandgaon,YUSUF BHAI CHHATTISGADIHA,Independent,51
,,,,
CG,Rajnandgaon,MOHAMMAD AKIL GORI,Independent,50
,,,,
CG,Rajnandgaon,RAJKUMAR,Independent,49
,,,,
CG,Rajnandgaon,"""PADAM CHAND LALWANY 'JAIN'""",Independent,47
,,,,
CG,Rajnandgaon,RAMCHARAN YADAW,Independent,45
,,,,
CG,Rajnandgaon,RAJMAHANT RAMDAYAL DAHARIYA,Independent,23
,,,,
CG,Rajnandgaon,None of the Above,None of the Above,1501
,,,,
CG,Ramanujganj,BRIHASPAT SINGH,Indian National Congress,64580
,,,,
CG,Ramanujganj,RAMKISHUN SINGH,Bharatiya Janata Party,31664
,,,,
CG,Ramanujganj,VINAY PAIKRA,Independent,29241
,,,,
CG,Ramanujganj,MOHAN SINGH,Janta Congress Chhattisgarh (J),10354
,,,,
CG,Ramanujganj,DAYA SHANKAR MARKAM,Gondvana Gantantra Party,4691
,,,,
CG,Ramanujganj,SHRAWAN SINGH,Independent,1676
,,,,
CG,Ramanujganj,BABLA NAND RAGHUVANSHI,Ambedkarite Party of India,1449
,,,,
CG,Ramanujganj,MOTILAL PANDO,Independent,1429
,,,,
CG,Ramanujganj,SYAMLAL MARKAM,Independent,1224
,,,,
CG,Ramanujganj,JAILAL LAKRA,Janata Dal  (United),1069
,,,,
CG,Ramanujganj,DHARMU EKKA,Bahujan Mukti Party,1037
,,,,
CG,Ramanujganj,RAJPAL SINGH NAGWANSHI,Independent,969
,,,,
CG,Ramanujganj,SUGRIV RAM,Aam Aadmi Party,844
,,,,
CG,Ramanujganj,DAYANAND SINGH,Independent,591
,,,,
CG,Ramanujganj,None of the Above,None of the Above,4055
,,,,
CG,Rampur,NANKI RAM KANWAR,Bharatiya Janata Party,65048
,,,,
CG,Rampur,PHOOL SINGH RATHIYA,Janta Congress Chhattisgarh (J),46873
,,,,
CG,Rampur,SHYAM LAL KANWAR,Indian National Congress,44261
,,,,
CG,Rampur,CHANDRABHUSHAN KANWAR ADHIWAKTA LLM,Ambedkarite Party of India,2451
,,,,
CG,Rampur,RAMDAYAL URAON,Independent,1842
,,,,
CG,Rampur,TULSI RAM KHAIRWAR,Independent,1525
,,,,
CG,Rampur,DILIP SINGH KANWAR,Adhikar Vikas Party,1407
,,,,
CG,Rampur,None of the Above,None of the Above,4609
,,,,
CG,Saja,RAVINDRA CHAUBE,Indian National Congress,95658
,,,,
CG,Saja,LABHCHAND BAFNA,Bharatiya Janata Party,64123
,,,,
CG,Saja,TEKSINGH CHANDEL,Janta Congress Chhattisgarh (J),6206
,,,,
CG,Saja,BASANT AGRAWAL,Independent,5700
,,,,
CG,Saja,LOCHAN SAHU,Independent,4274
,,,,
CG,Saja,ASHOK KUMAR SINGHANIYA,Aam Aadmi Party,637
,,,,
CG,Saja,RAKESH SINGH,Independent,602
,,,,
CG,Saja,KAUSHILYA NARANG,Independent,491
,,,,
CG,Saja,GULAB SINGH LODHI,Bhartiya Shakti Chetna Party,368
,,,,
CG,Saja,YESWANT BHARGOW,Independent,308
,,,,
CG,Saja,CHITREN LODHI,Shiv Sena,303
,,,,
CG,Saja,BHAGATRAM,Independent,262
,,,,
CG,Saja,ROHIT SINHA,Janata Dal  (United),204
,,,,
CG,Saja,KISHAN SAHU,Independent,199
,,,,
CG,Saja,ASHOK TANDULKER,Independent,146
,,,,
CG,Saja,None of the Above,None of the Above,5840
,,,,
CG,Sakti,CHARAN DAS MAHANT,Indian National Congress,78058
,,,,
CG,Sakti,MEDHA RAM SAHU,Bharatiya Janata Party,48012
,,,,
CG,Sakti,GAUTAM RATHORE,Bahujan Samaj Party,13907
,,,,
CG,Sakti,KALESHWAR SINGH  MARAVI,Gondvana Gantantra Party,1202
,,,,
CG,Sakti,SATYANARAYAN PATEL,Independent,1132
,,,,
CG,Sakti,COMRADE ANIL SHARMA,Communist Party of India,1006
,,,,
CG,Sakti,MEGHARAM SAHU,Nationalist Congress Party,920
,,,,
CG,Sakti,SURAJ KUMAR YADAV,Independent,754
,,,,
CG,Sakti,PRAKASH KUMAR URAON,Independent,555
,,,,
CG,Sakti,VIJAY MAURYA,Aam Aadmi Party,485
,,,,
CG,Sakti,NATWAR LAL GOND,Independent,457
,,,,
CG,Sakti,SURYAKANT RATHORE,Shiv Sena,385
,,,,
CG,Sakti,KHOMRAM  JANGDE,Independent,324
,,,,
CG,Sakti,RAMNARAYAN RATHORE,Kisan Mazdoor Sangharsh Party,241
,,,,
CG,Sakti,None of the Above,None of the Above,1057
,,,,
CG,Samri,CHINTAMANI MAHRAJ,Indian National Congress,80620
,,,,
CG,Samri,SIDHNATH PAIKRA,Bharatiya Janata Party,58697
,,,,
CG,Samri,MITKOO BHAGAT,Bahujan Samaj Party,6587
,,,,
CG,Samri,ARJUN SANDILY,Samajwadi Party,1968
,,,,
CG,Samri,PAWAN KUMAR NAG,Bahujan Mukti Party,1824
,,,,
CG,Samri,RADHESHYAM NAGESIYA,Independent,1707
,,,,
CG,Samri,MUKESH PRASAD SANDILYA,Independent,1671
,,,,
CG,Samri,ANAND TIGGA,Independent,1554
,,,,
CG,Samri,DR SOHAN LAL KANWAR,Aam Aadmi Party,1114
,,,,
CG,Samri,AJEET KUMAR SINGH,Independent,833
,,,,
CG,Samri,None of the Above,None of the Above,6250
,,,,
CG,Sanjari balod,SANGEETA SINHA,Indian National Congress,90428
,,,,
CG,Sanjari balod,PAWAN SAHU,Bharatiya Janata Party,62940
,,,,
CG,Sanjari balod,ARJUN HIRWANI,Janta Congress Chhattisgarh (J),12664
,,,,
CG,Sanjari balod,BHUPESH KUMAR SAHU,Independent,2401
,,,,
CG,Sanjari balod,KAMINI DHURVE,Aam Aadmi Party,1770
,,,,
CG,Sanjari balod,GHANSHYAM SINGH THAKUR,Independent,961
,,,,
CG,Sanjari balod,ROHIT KUMAR NISHAD,Shiv Sena,614
,,,,
CG,Sanjari balod,RENU YADAV,Samajwadi Party,500
,,,,
CG,Sanjari balod,MANOJ KUMAR SORI,National Democratic Peoples Front,280
,,,,
CG,Sanjari balod,None of the Above,None of the Above,2913
,,,,
CG,Saraipali,KISMAT LAL NAND,Indian National Congress,100302
,,,,
CG,Saraipali,SHYAM TANDI,Bharatiya Janata Party,48014
,,,,
CG,Saraipali,CHHABILAL RATRE,Bahujan Samaj Party,1849
,,,,
CG,Saraipali,RAMPRASAD CHAUHAN,Bharatiya Prajatantrik Shudh Gandhiwadi Krishak Dal,1093
,,,,
CG,Saraipali,PRABHAKAR GWAL,Aam Aadmi Party,1064
,,,,
CG,Saraipali,PADMACHARAN NAG,Shiv Sena,926
,,,,
CG,Saraipali,SETRAM BHASKAR,Independent,924
,,,,
CG,Saraipali,MAHENDRA GOVIND RAM KHATKAR,Ambedkarite Party of India,906
,,,,
CG,Saraipali,None of the Above,None of the Above,3270
,,,,
CG,Sarangarh,UTTARI GANPAT JANGDE,Indian National Congress,101834
,,,,
CG,Sarangarh,KERA BAI  MANAHAR,Bharatiya Janata Party,49445
,,,,
CG,Sarangarh,ARVIND KHATKER,Bahujan Samaj Party,31083
,,,,
CG,Sarangarh,SANTOSHI,Independent,1476
,,,,
CG,Sarangarh,KRISHNA CHAND BHARDVAJ,Independent,1147
,,,,
CG,Sarangarh,SANTOSH KUMAR CHAUHAN,Independent,1139
,,,,
CG,Sarangarh,DEVANAND NIRALA,Bharatiya Bahujan Congress,1076
,,,,
CG,Sarangarh,SEEMA  AJAY,Ambedkarite Party of India,1055
,,,,
CG,Sarangarh,SUBHASH CHAUHAN,Aam Aadmi Party,1024
,,,,
CG,Sarangarh,DHANKA  NIRALA,Independent,771
,,,,
CG,Sarangarh,GHURAU SARTHI,Independent,748
,,,,
CG,Sarangarh,MANGAL PRASAD MAHESH,Bhartiya Lokmat Rashtrwadi Party,495
,,,,
CG,Sarangarh,RAVINDRA KUMAR RATRE,Sunder Samaj Party,389
,,,,
CG,Sarangarh,None of the Above,None of the Above,2342
,,,,
CG,Sihawa,DR. LAKSHMI DHRUW,Indian National Congress,88451
,,,,
CG,Sihawa,PINKY SHIVRAJ SHAH,Bharatiya Janata Party,43015
,,,,
CG,Sihawa,VINOD KUMAR NAGWANSHI,Gondvana Gantantra Party,8126
,,,,
CG,Sihawa,MAKHAN LAL MARKAM,Independent,4729
,,,,
CG,Sihawa,SHANTANU SOM,Janta Congress Chhattisgarh (J),2312
,,,,
CG,Sihawa,AKBAR MANDAVI,Aam Aadmi Party,1544
,,,,
CG,Sihawa,JAGANNATH DHRUW,Loktantrik Samajwadi Party,1399
,,,,
CG,Sihawa,MADALSA DHRUV (RUKHMANI),Independent,1155
,,,,
CG,Sihawa,BHAGIRAM MANDAVI,Independent,746
,,,,
CG,Sihawa,JETHURAM DHRUV,Independent,541
,,,,
CG,Sihawa,ISHWAR LAL KORRAM,Ambedkarite Party of India,371
,,,,
CG,Sihawa,None of the Above,None of the Above,4306
,,,,
CG,Sitapur,AMARJEET BHAGAT,Indian National Congress,86670
,,,,
CG,Sitapur,PROFESSOR GOPAL RAM,Bharatiya Janata Party,50533
,,,,
CG,Sitapur,SETRAM BARA,Janta Congress Chhattisgarh (J),2495
,,,,
CG,Sitapur,SHANTI PRAKASH,Independent,1938
,,,,
CG,Sitapur,ASHOK TIRKEY,Aam Aadmi Party,1680
,,,,
CG,Sitapur,MUNNA TOPPO,Independent,1629
,,,,
CG,Sitapur,VIPIN BIHARI PAIKARA,Independent,890
,,,,
CG,Sitapur,RAMCHANDRA PAIKARA,Independent,876
,,,,
CG,Sitapur,JEMS TOPPO,Independent,500
,,,,
CG,Sitapur,GOPAL RAM TIGGA,Independent,452
,,,,
CG,Sitapur,GOPAL RAM LAKRA,Independent,371
,,,,
CG,Sitapur,None of the Above,None of the Above,5189
,,,,
CG,Takhatpur,RASHMI ASHISH SINGH,Indian National Congress,52616
,,,,
CG,Takhatpur,SANTOSH KAUSHIK (GURUJI),Janta Congress Chhattisgarh (J),49625
,,,,
CG,Takhatpur,HARSHITA PANDEY,Bharatiya Janata Party,45622
,,,,
CG,Takhatpur,BALRAM SAHU,Independent,1861
,,,,
CG,Takhatpur,ANIL BAGHEL,Aam Aadmi Party,1564
,,,,
CG,Takhatpur,PRATEEK PANDEY,Independent,1422
,,,,
CG,Takhatpur,SIDDHRAM LAHARE,Rashtriya Jansabha Party,1330
,,,,
CG,Takhatpur,HORILAL MAHRA,Shiv Sena,941
,,,,
CG,Takhatpur,BHAGIRATHI KURRE,Independent,795
,,,,
CG,Takhatpur,GEETA RAM SAHU,Bhartiya Shakti Chetna Party,750
,,,,
CG,Takhatpur,JAGANNATH PRASAD DHURW,Rashtriya Gondvana Party,690
,,,,
CG,Takhatpur,GIRISH PATLE,Ambedkarite Party of India,582
,,,,
CG,Takhatpur,RAGHUVANSHMADI KHAIRWAR,Independent,470
,,,,
CG,Takhatpur,DURPATI DEVI SURYAVANSHI,Independent,458
,,,,
CG,Takhatpur,NIYANTA KURRE,Independent,456
,,,,
CG,Takhatpur,SATISH SONWANI,Aap Sabki Apni Party,448
,,,,
CG,Takhatpur,DEVANAND KAUSHIK,Independent,360
,,,,
CG,Takhatpur,AJAY KUMAR JANGRE,Independent,334
,,,,
CG,Takhatpur,SUSHANT KUMAR PATREY,Independent,309
,,,,
CG,Takhatpur,RAMESH KUMAR VASTRAKAR,Independent,293
,,,,
CG,Takhatpur,RAMCHANDRA KARDA,Independent,270
,,,,
CG,Takhatpur,SURENDRA KUMAR LAHARE,Independent,222
,,,,
CG,Takhatpur,SADHELAL SULTAN,Independent,161
,,,,
CG,Takhatpur,SATISH KUMAR GHRITLAHARE,Independent,143
,,,,
CG,Takhatpur,None of the Above,None of the Above,916
,,,,
CG,Vaishali Nagar,VIDYA RATAN BHASIN,Bharatiya Janata Party,72920
,,,,
CG,Vaishali Nagar,BADRUDDIN QURESHI,Indian National Congress,54840
,,,,
CG,Vaishali Nagar,MANOJ KUMAR,Janta Congress Chhattisgarh (J),10696
,,,,
CG,Vaishali Nagar,HEMANT CHAUHAN,Independent,797
,,,,
CG,Vaishali Nagar,ANJULA BHARGAVA,Aam Aadmi Party,777
,,,,
CG,Vaishali Nagar,SHANKAR LAL SAHU,Bhrashtachar Mukti Morcha,568
,,,,
CG,Vaishali Nagar,LATA NUNHADE,Chhattisgarh Swabhiman Manch,472
,,,,
CG,Vaishali Nagar,ASHWINI KUMAR SHUKLA,Swabhiman Party,448
,,,,
CG,Vaishali Nagar,PANKAJ SIRSAT,Ambedkarite Party of India,414
,,,,
CG,Vaishali Nagar,SUBEDAR SINGH YADAV,Samajwadi Party,412
,,,,
CG,Vaishali Nagar,YAGESHWAR SAHU,Independent,381
,,,,
CG,Vaishali Nagar,RAJKISHOR GUPTA,Independent,379
,,,,
CG,Vaishali Nagar,NAZRUL KHAN,Independent,356
,,,,
CG,Vaishali Nagar,JANISAR AKHTAR,Independent,306
,,,,
CG,Vaishali Nagar,ALI HUSSAIN SIDDIQUI,Independent,185
,,,,
CG,Vaishali Nagar,None of the Above,None of the Above,2724
,,,,
TG,Adilabad,JOGU RAMANNA,Telangana Rashtra Samithi,74050
,,,,
TG,Adilabad,PAYAL SHANKER,Bharatiya Janata Party,47444
,,,,
TG,Adilabad,GANDRATH SUJATHA,Indian National Congress,32200
,,,,
TG,Adilabad,KOTHAPELLY NARAYANA,Rajyadhikara Party,4125
,,,,
TG,Adilabad,EERLA SATYANARAYANA,Bahujan Samaj Party,1352
,,,,
TG,Adilabad,KASTALA ARUN KUMAR,Independent,954
,,,,
TG,Adilabad,ANNAM DEVENDAR,Independent,838
,,,,
TG,Adilabad,DATTATRI ELCHALA,Nationalist Congress Party,659
,,,,
TG,Adilabad,AVULA YATHEENDRA NATH YADAV,Shiv Sena,616
,,,,
TG,Adilabad,DANDE SANDEEP,Ambedkarite Party of India,573
,,,,
TG,Adilabad,THOGARI RAMULU,Independent,553
,,,,
TG,Adilabad,Y. SANJAY REDDY,Aam Aadmi Party,490
,,,,
TG,Adilabad,KAMLE BHAGAVAN,Nava Praja Rajyam Party,454
,,,,
TG,Adilabad,PENDUR MANOHAR,Gondvana Gantantra Party,336
,,,,
TG,Adilabad,None of the Above,None of the Above,1149
,,,,
TG,Alair,GONGIDI SUNEETHA,Telangana Rashtra Samithi,94870
,,,,
TG,Alair,BUDIDA BIKSHAMAIAH,Indian National Congress,61784
,,,,
TG,Alair,KALLURI RAMCHANDRA REDDY,Bahujan Samaj Party,11923
,,,,
TG,Alair,MOTHKUPALLY NARSIMHULU,Bahujana Left Party,10473
,,,,
TG,Alair,DONTHIRI SRIDHAR REDDY,Bharatiya Janata Party,4967
,,,,
TG,Alair,KANDADI MANIPAL REDDY,Telugu Congress Party,1230
,,,,
TG,Alair,SARITHA JANNE,Samajwadi Party,1200
,,,,
TG,Alair,DHEERAVATH GOPI NAYAK,Independent,1112
,,,,
TG,Alair,VYLA SRINIVAS REDDY,Independent,913
,,,,
TG,Alair,BOLLARAM RAMESH,Independent,380
,,,,
TG,Alair,MORIGADI KRISHNA,Independent,358
,,,,
TG,Alair,KOTHA KISTAIAH,Ambedkar National Congress,315
,,,,
TG,Alair,GUJJULA RAMCHANDRA REDDY,Independent,260
,,,,
TG,Alair,REGU ANAND,Bahujana Rashtra Samithi,231
,,,,
TG,Alair,None of the Above,None of the Above,1465
,,,,
TG,Alampur ,ABRAHAM V.M.,Telangana Rashtra Samithi,102105
,,,,
TG,Alampur ,S.A.SAMPATH KUMAR,Indian National Congress,57426
,,,,
TG,Alampur ,HARIJANA ABRAHAM,Samajwadi Forward Bloc,8803
,,,,
TG,Alampur ,B.RAJINI,Bharatiya Janata Party,1965
,,,,
TG,Alampur ,B.HUSSAIN,Bahujan Samaj Party,1066
,,,,
TG,Alampur ,T.SURESH MAHARAJ,Independent,983
,,,,
TG,Alampur ,N.SOMESHWARI,Independent,896
,,,,
TG,Alampur ,PRASANGI,Pyramid Party of India,711
,,,,
TG,Alampur ,K. JAYAPAL,Independent,517
,,,,
TG,Alampur ,K.VARAPRASAD RAO,Bahujana Left Party,514
,,,,
TG,Alampur ,A.RAGHUVARDHAN,Independent,364
,,,,
TG,Alampur ,D.LAXMANNA,Independent,354
,,,,
